Industry_NAICS6_MakeUse,X1111A0,X1111B0,X111200,X111300,X111400,X111900,X1121A0,X112120,X112A00,X112300,X113000,X114000,X115000,X211000,X212100,X2122A0,X212230,X212310,X2123A0,X213111,X21311A,X221100,X221200,X221300,X230301,X230302,X233210,X233230,X233240,X233262,X233293,X2332A0,X2332B0,X233411,X233412,X2334A0,X321100,X321200,X321910,X3219A0,X327100,X327200,X327310,X327320,X327330,X327390,X327400,X327910,X327991,X327992,X327993,X327999,X331110,X331200,X33131A,X331314,X33131B,X331411,X331419,X331420,X331490,X331510,X331520,X33211A,X332114,X33211B,X332200,X332310,X332320,X332410,X332420,X332430,X332500,X332600,X332710,X332720,X332800,X33291A,X332913,X332991,X33299A,X332996,X33299B,X333111,X333112,X333120,X333130,X33329A,X333220,X333295,X33331A,X333313,X333314,X333315,X33341A,X333414,X333415,X333511,X33351A,X333514,X33351B,X333611,X333612,X333613,X333618,X33391A,X333912,X333920,X333991,X33399A,X333993,X333994,X33399B,X334111,X334112,X33411A,X334210,X334220,X334290,X334300,X33441A,X334413,X334418,X334510,X334511,X334512,X334513,X334514,X334515,X334516,X334517,X33451A,X334610,X335110,X335120,X335210,X335221,X335222,X335224,X335228,X335311,X335312,X335313,X335314,X335911,X335912,X335920,X335930,X335991,X335999,X336111,X336112,X336120,X336211,X336212,X336213,X336214,X336310,X336320,X3363A0,X336350,X336360,X336370,X336390,X336411,X336412,X336413,X336414,X33641A,X336500,X336611,X336612,X336991,X336992,X336999,X337110,X337121,X337122,X33712A,X337127,X33721A,X337215,X337900,X339112,X339113,X339114,X339115,X339116,X339910,X339920,X339930,X339940,X339950,X339990,X311111,X311119,X311210,X311221,X31122A,X311225,X311230,X311300,X311410,X311420,X31151A,X311513,X311514,X311520,X31161A,X311615,X311700,X311810,X3118A0,X311910,X311920,X311930,X311940,X311990,X312110,X312120,X312130,X312140,X312200,X313100,X313200,X313300,X314110,X314120,X314900,X315000,X316000,X322110,X322120,X322130,X322210,X322220,X322230,X322291,X322299,X323110,X323120,X324110,X324121,X324122,X324190,X325110,X325120,X325130,X325180,X325190,X325211,X3252A0,X325310,X325320,X325411,X325412,X325413,X325414,X325510,X325520,X325610,X325620,X325910,X3259A0,X326110,X326120,X326130,X326140,X326150,X326160,X326190,X326210,X326220,X326290,X420000,X441000,X445000,X452000,X4A0000,X481000,X482000,X483000,X484000,X485000,X486000,X48A000,X492000,X493000,X511110,X511120,X511130,X5111A0,X511200,X512100,X512200,X515100,X515200,X517110,X517210,X517A00,X518200,X5191A0,X519130,X52A000,X522A00,X523A00,X523900,X524100,X524200,X525000,X531000,X532100,X532A00,X532400,X533000,X541100,X541511,X541512,X54151A,X541200,X541300,X541400,X541610,X5416A0,X541700,X541800,X5419A0,X541920,X541940,X550000,X561100,X561200,X561400,X561600,X561700,X561900,X561300,X561500,X562000,X611100,X611A00,X611B00,X621100,X621200,X621300,X621400,X621500,X621600,X621900,X622000,X623A00,X623B00,X624100,X624A00,X624400,X711100,X711200,X711A00,X711500,X712000,X713100,X713200,X713900,X721000,X722110,X722211,X722A00,X811100,X811200,X811300,X811400,X812100,X812200,X812300,X812900,X813100,X813A00,X813B00,X814000,S00500,S00600,X491000,S00700,S00201,S00202,S00203
327999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,8,37,68,309,51,253,172,191,17,0,0,0,0,2,0,6,37,4,7,2,3,4,0,0,34,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,193,0,0,0,0,0,0,0,0,0,0,1,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,1,5,1,0,0,0,0,6,7,16,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55
331110,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,137,206,100,87,145,227,238,0,0,0,502,0,9,0,479,4,39,13,537,361,276,193,0,0,9,203,6,14,10,5,92,69,10,17,1,48,19,4,13764,7279,76,73,209,3,22,27,288,1355,64,1447,3352,1905,943,8370,6324,339,1492,1081,483,449,1363,1625,2558,1100,11,457,139,1301,1825,1468,264,2768,2064,611,84,81,337,1,20,4,149,314,901,310,319,363,394,186,90,300,295,345,221,1875,119,656,63,141,853,1,6,14,0,35,11,2,208,16,57,36,29,7,95,46,23,71,31,57,113,0,178,71,336,281,234,283,446,264,311,55,229,315,27,551,0,11,18,788,98,300,390,46,521,415,137,1367,1749,81,7764,3031,1951,285,294,8,8,873,397,43,546,705,646,0,115,2,208,219,439,846,20,191,128,39,0,19,1,257,20,26,375,1224,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,62,0,0,1,12,9,35,1,0,0,0,2,26,36,64,1,1,35,12,151,116,85,30,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,79,0,0,502,82,3,0,0,5,0,96,0,0,0,0,42,0,0,4,0,3,1,0,2,5,12,3,33,5,5,54,7,12,0,0,0,0,0,0,0,406,12,144,68,0,0,0,0,0,386,990,0,0,0,81,0,0,0,0,34,0,0,0,70,96,0,0,0,480,0,0,96,4,7,52,24,6,13,37,8,12,9,3,198,19,0,7,22,0,0,3,4,328,22,16,54,19,18,13,54,52,40,13,0,39,0,23,2,0,0,0,0,0,0,0,265
331200,5,55,3,3,3,7,9,17,3,4,0,0,0,1027,4,24,5,12,21,13,10,1,0,0,255,122,91,4,105,264,49,234,140,285,38,335,0,2,0,0,0,0,0,0,132,404,0,0,0,0,0,0,1255,448,0,0,0,0,0,0,19,0,0,0,0,48,45,930,43,12,24,0,19,1164,143,610,0,0,0,0,0,0,210,0,0,0,0,245,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,211,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,13,1,2,1,0,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,473,73,129,44,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,0,57,0,0,0,0,0,0,0,6,0,1,5,0,4,1,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,1,0,8,1,0,0,3,0,0,2,3,2,1,0,0,0,0,0,0,3,3,16,15,1,0,0,1,0,1,3,0,1,0,0,0,0,0,16,0,0,0,0,1
33131A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,417,117,1134,740,8874,0,0,12,18,15,1999,295,105,59,102,0,107,21,6,1537,35,16,273,0,12,203,0,0,54,9,9,0,0,0,0,32,2,14,1,0,27,0,48,16,38,25,0,11,4,0,0,0,0,65,53,87,0,136,39,11,4,0,1,3,0,22,15,0,38,3,3,0,43,4,44,16,11,28,0,14,18,0,12,3,58,30,19,7,1,45,0,0,0,0,0,51,0,28,5,193,20,3,14,149,411,47,33,56,93,7,13,133,5,3,44,12,2,0,12,17,111,277,70,0,22,1,156,69,66,55,60,0,3,0,0,0,0,26,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,2,5,12,3,30,0,5,34,7,12,0,0,0,0,0,0,0,378,12,137,60,0,0,0,0,0,0,124,0,0,0,11,0,0,0,0,13,0,0,0,1,46,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,171,26,0,0,0,1,43
33131B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,22,9,1,8,10,15,2,19,0,0,18,8,0,0,0,0,0,16,0,0,0,0,14,0,0,0,243,209,2289,0,0,6,35,0,0,6,109,252,102,488,1986,141,96,3205,58,21,350,168,0,11,4,0,1,24,985,1,0,0,0,64,34,236,21,0,7,0,25,7,505,103,0,94,23,22,5,12,2,56,11,21,0,33,7,30,80,0,2,4,15,14,4,0,30,0,68,0,13,3,10,8,3,17,0,8,69,0,181,1,15,27,0,6,8,8,61,26,0,0,432,6,0,0,6,248,29,175,813,27,35,11,13,3,6,14,289,59,47,18,324,0,3,0,250,345,452,10,25,0,70,1,119,50,79,79,57,0,3,0,0,0,0,130,0,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,55,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62,36,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0
331411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1496,67,7903,54,77,0,0,0,0,0,2,0,10,1,0,0,0,19,0,24,248,22,0,0,22,55,0,0,0,0,0,0,0,0,0,0,0,1,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,131,0,0,265,38,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,111,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,88,0,0,0,0,151
331419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2851,418,332,0,503,644,623,1184,3521,656,268,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,275,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,656,2333,226,0,0,0,3,4,1,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1274,60,16,71,0,0,5,162,17,0,0,0,0,0,0,0,360,27,0,13,8,8,9,0,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,810,0,275,3416,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,158,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
331420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,114,41,13,1,306,2,6,3,91,165,24,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,5388,223,0,373,0,0,180,20,213,73,238,70,0,146,33,285,551,0,892,423,0,134,148,119,56,14,0,0,0,0,0,0,10,24,0,422,66,1386,0,0,0,0,0,38,65,35,0,0,16,65,200,0,0,0,17,4,39,1,69,21,18,109,6,81,279,110,43,53,77,50,54,67,45,0,0,29,28,13,58,1,18,536,371,0,0,0,0,3700,158,0,59,0,0,0,0,0,0,0,38,558,207,98,0,120,117,52,3,4,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,82,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,2,0,0,0,0,0,0,0,6,0,117,19,7,0,1,0,1,0,0,0,0,0,0,0,0,2,81,0,0,0,0,11
331490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,71,1,2,0,8,7,0,8,6,2,0,2,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,421,126,0,0,90,58,41,145,1356,75,398,1181,16,104,69,2,183,2,2,75,152,16,120,134,285,27,1,2,48,20,112,53,40,7,435,6,2,19,3,3,0,1,15,10,86,12,5,61,555,22,1,2,302,7,1,70,0,14,2,8,28,0,1,27,10,168,11,10,248,19,11,37,88,1,3,2,0,3,4,1,3,58,32,4,17,56,1,30,40,73,80,82,116,194,8,113,1,179,2,61,6,1,10,3,10,15,102,73,80,44,27,41,10,22,6,15,0,4,411,5,38,137,1,0,0,0,0,0,0,0,0,13,104,0,0,0,81,9,0,0,82,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,138,4,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,13,0,7,16,8,0,1,28,22,0,0,0,0,0,0,0,0,0,55,0,0,0,0,168
331510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,100,10,4,0,9,0,4,3,20,6,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,45,0,0,0,0,0,0,0,48,26,151,7,23,74,75,357,23,33,0,74,6,168,405,21,503,30,38,41,34,78,154,30,513,355,275,91,44,39,0,7,1,12,67,250,57,97,100,71,421,73,98,828,396,243,219,54,123,49,21,200,0,0,1,0,2,5,1,1,0,2,6,13,1,14,38,4,4,3,5,0,0,13,10,19,2,31,7,6,20,13,10,1,3,0,39,1,1,10,20,0,23,4,0,5,1056,162,1211,1809,1,182,305,1,241,124,0,5,507,5,13,34,59,27,0,0,1,3,3,7,4,0,17,156,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1082,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,10,31,81,29,200,16,17,0,168,9,388,131,33,142,120,10,79,6,89,43,80,55,30,62,48,34,30,0,11,2,19,23,103,76,103,48,26,99,16,27,635,208,61,57,52,69,11,17,51,0,1,1,0,3,8,1,3,0,2,9,18,1,20,55,5,6,4,8,4,0,85,54,70,12,17,20,1,37,18,13,1,4,0,117,2,1,18,28,1,8,8,1,8,1678,274,607,1946,1,18,1297,8,44,28,0,13,20,36,10,51,8,37,0,0,1,3,6,9,6,0,14,22,17,0,1,2,165,0,0,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,7,1,1,0,12,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10
33211A,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,14,5,6,0,2,14,0,10,22,18,3,44,0,0,0,8,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,19,782,6,36,53,111,17,33,56,3,43,8,198,389,47,355,41,348,46,147,60,120,10,3,389,124,23,3,7,7,2,8,13,14,28,37,24,14,17,750,189,136,471,123,121,328,23,45,11,10,92,3,0,197,93,50,57,5,11,29,1,51,43,57,42,43,1,5,235,17,0,0,57,1,2,2,6,38,11,31,85,11,10,2,0,21,0,3,5,12,2,3,2,1,7,629,47,167,66,149,13,116,75,448,226,41,21,192,251,35,2,9,19,0,3,1,5,4,11,13,1,2,30,1,0,1,5,1,2,2,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,0,0,1,7,0,0,0,0,1,0,0,1,1,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,384,93,0,0,25,2,0,0,0,0,0,0,0,0,0,9,0,0,0,3,52
332114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,12,1,12,40,2,38,8,6,4,5,0,0,0,5,0,0,0,0,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,91,21,33,12,4,13,68,39,25,141,2,25,31,51,210,73,2,18,27,13,14,19,2,29,243,33,3,24,42,1,0,8,2,3,9,10,13,10,10,155,3,5,23,6,3,27,3,24,9,17,7,1,4,7,1,3,1,19,19,1,3,283,21,0,0,0,0,0,29,0,4,0,11,0,23,43,2,5,4,8,86,33,2,8,30,5,7,9,20,46,7,12,7,11,29,55,10,450,1964,38,50,58,8,1,18,0,1,82,7,6,6,2,4,0,1,1,4,3,8,9,1,63,187,4,0,2,4,13,1,1,446,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,45,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,11,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33211B,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,0,1,0,0,0,0,0,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,152,12,184,32,20,6,7,88,8,33,18,32,69,80,2,33,6,111,720,161,79,95,42,2,13,5,2,5,24,1,14,203,7,3,8,5,10,2,5,18,3,3,43,2,3,8,8,6,7,8,30,25,40,19,22,104,83,27,69,21,32,54,25,38,21,80,19,1,0,9,26,274,184,64,125,21,243,33,37,9,156,0,104,0,108,16,35,5,7,4,20,76,31,10,67,100,1541,64,264,9,1,19,1,2,9,2,4,6,2,4,3,41,6,14,13,129,68,1,5,9,4,0,3,4,4,1,2,8,34,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,442,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,1,45,10,1,159,0,0,179,0,5,0,0,0,0,0,0,3,7,0,190,110,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,128,28,3,310,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,2,10,19,10,0,0,0,0,0,0,0,24,0,26,0,0,0,56,21,28,0,0,0,0,0,0,0,0,289,93,0,0,3,1,84
332200,38,155,25,20,27,39,103,146,19,38,0,4,2,138,16,24,0,0,0,0,0,3,0,0,12,35,9,1,17,10,1,10,15,357,6,256,5,1,4,5,1,4,1,6,1,4,0,0,88,1,1,0,18,3,1,4,3,0,0,4,9,10,7,5,3,12,26,86,14,17,6,10,10,7,43,9,31,36,6,1,27,12,14,7,4,10,47,21,2,12,10,0,2,0,1,3,7,5,3,6,4,8,2,3,4,3,3,23,2,3,22,7,5,3,1,1,1,5,1,3,5,10,3,16,10,1,17,5,3,17,11,13,1,1,1,1,6,1,3,2,4,7,19,15,3,4,2,6,0,4,18,41,7,8,5,1,5,20,5,48,66,36,48,40,7,1,16,0,1,30,4,5,6,2,4,1,1,1,4,2,8,10,1,7,13,4,2,3,3,3,1,1,8,29,0,0,0,0,0,0,0,2,0,2,0,0,0,0,16,49,0,6,2,1,0,0,1,0,3,1,3,0,0,0,0,0,1,1,1,0,0,0,47,9,8,3,1,1,1,4,0,0,0,0,0,1,0,0,2,2,4,2,0,0,0,0,0,0,0,0,1,2,0,4,7,3,1,2,2,3,94,6,1,43,192,6,34,6,17,4,62,0,574,4,54,19,0,12,1,63,1,30,1,0,0,0,0,3,3,0,0,0,7,1,1,1,0,0,2,0,7,41,0,13,0,0,0,0,0,0,2,0,3,1,27,8,1,0,0,12,1,0,12,5,50,8,0,0,1,11,120,18,0,0,0,0,0,0,0,69,2,0,0,170,6,0,0,0,0,0,1,4,206,46,82,88,15,44,8,50,64,146,0,0,4,11,0,3,0,1213,122,0,0,10,0,11
